카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
5,,여객선대합실주차장앞,30,,064-710-8855,33.2116302,126.2571631,2018-04-30,6500000,제주특별자치도
4,,원보빌라인근삼거리,30,,064-710-8855,33.2267061,126.2551081,2018-04-30,6500000,제주특별자치도
5,,서부보건소입구,30,,064-710-8855,33.2187035,126.2534156,2018-04-30,6500000,제주특별자치도
5,,제일빌리지 입구,30,,064-710-8855,33.4612177,126.4444519,2018-04-30,6500000,제주특별자치도
5,,모슬포한의원앞,30,,064-710-8855,33.219758,126.2512752,2018-04-30,6500000,제주특별자치도
5,,남제주발전본부사택인근,30,,064-710-8855,33.251632,126.3300715,2018-04-30,6500000,제주특별자치도
4,,GS25편의점 앞(안덕),30,,064-710-8855,33.234528,126.3670506,2018-04-30,6500000,제주특별자치도
5,,하예동마을회관앞사거리,30,,064-710-8855,33.2433553,126.3865254,2018-04-30,6500000,제주특별자치도
5,,색달입구삼거리,30,,064-710-8855,33.2664708,126.4145537,2018-04-30,6500000,제주특별자치도
4,,CU편의점앞,30,,064-710-8855,33.2543363,126.4246162,2018-04-30,6500000,제주특별자치도
5,,제주동초 후문,30,,064-710-8855,33.5080485,126.5473185,2018-04-30,6500000,제주특별자치도
4,,노형초 정문,30,,064-710-8855,33.483098,126.4772312,2018-04-30,6500000,제주특별자치도
5,,노형초 후문,30,,064-710-8855,33.483098,126.4772312,2018-04-30,6500000,제주특별자치도
3,,동홍초 정문 동측,30,,064-710-8855,33.2594126,126.5709022,2018-04-30,6500000,제주특별자치도
3,,동홍초 정문 서측,30,,064-710-8855,33.2591995,126.5695417,2018-04-30,6500000,제주특별자치도
1,,동홍초 후문,30,,064-710-8855,33.2698269,126.569319,2018-04-30,6500000,제주특별자치도
5,,제주북초 정문,30,,064-710-8855,33.5149598,126.5217042,2018-04-30,6500000,제주특별자치도
5,,제주북초 후문,30,,064-710-8855,33.5149598,126.5217042,2018-04-30,6500000,제주특별자치도
4,,서귀북초 정문,30,,064-710-8855,33.2607405,126.5585486,2018-04-30,6500000,제주특별자치도
3,,서귀북초 후문,30,,064-710-8855,33.2811103,126.540806,2018-04-30,6500000,제주특별자치도
5,,동남초 정문,30,,064-710-8855,33.449178,126.9149279,2018-04-30,6500000,제주특별자치도
1,,동남초 후문,30,,064-710-8855,33.4485897,126.9131208,2018-04-30,6500000,제주특별자치도
4,,외도초 정문,30,,064-710-8855,33.4929877,126.4345043,2018-04-30,6500000,제주특별자치도
5,,외도초 후문,30,,064-710-8855,33.4929877,126.4345043,2018-04-30,6500000,제주특별자치도
6,,동광초 정문,30,,064-710-8855,33.5017192,126.5472187,2018-04-30,6500000,제주특별자치도
4,,중문초 정문,30,,064-710-8855,33.2526762,126.4300049,2018-04-30,6500000,제주특별자치도
3,,중문초 후문,30,,064-710-8855,33.2527969,126.4304255,2018-04-30,6500000,제주특별자치도
4,,남원초 정문,30,,064-710-8855,33.2783595,126.7159465,2018-04-30,6500000,제주특별자치도
4,,남원초 후문,30,,064-710-8855,33.2791561,126.7151136,2018-04-30,6500000,제주특별자치도
6,,신광초 정문,30,,064-710-8855,33.4902505,126.4840953,2018-04-30,6500000,제주특별자치도
7,,신광초 후문,30,,064-710-8855,33.4927233,126.4845977,2018-04-30,6500000,제주특별자치도
3,,대정초 정문,30,,064-710-8855,33.2247929,126.2546537,2018-04-30,6500000,제주특별자치도
3,,대정초 후문,30,,064-710-8855,33.2248325,126.2563188,2018-04-30,6500000,제주특별자치도
4,,예원유치원,30,,064-710-8855,33.2528177,126.5717178,2018-04-30,6500000,제주특별자치도
7,,제주중앙초 정문,30,,064-710-8855,33.5026967,126.5167999,2018-04-30,6500000,제주특별자치도
6,,제주중앙초 후문,30,,064-710-8855,33.5032467,126.514848,2018-04-30,6500000,제주특별자치도
5,,삼양초 정문,30,,064-710-8855,33.5199123,126.5856512,2018-04-30,6500000,제주특별자치도
4,,서귀포초 정문,30,,064-710-8855,33.2432923,126.5659274,2018-04-30,6500000,제주특별자치도
4,,서귀포초 후문,30,,064-710-8855,33.243586,126.5670095,2018-04-30,6500000,제주특별자치도
3,,안덕초 정문,30,,064-710-8855,33.2501747,126.3351487,2018-04-30,6500000,제주특별자치도
3,,안덕초 후문,30,,064-710-8855,33.2493947,126.3359468,2018-04-30,6500000,제주특별자치도
5,,신제주초 정문우측삼거리,30,,064-710-8855,33.483489,126.4969917,2018-04-30,6500000,제주특별자치도
5,,신제주초 정문좌측삼거리,30,,064-710-8855,33.4821995,126.4982286,2018-04-30,6500000,제주특별자치도
7,,제주서초 정문,30,,064-710-8855,33.5125196,126.5099938,2018-04-30,6500000,제주특별자치도
6,,제주서초 후문,30,,064-710-8855,33.5113589,126.5120629,2018-04-30,6500000,제주특별자치도
6,,도남초 정문,30,,064-710-8855,33.4933885,126.5267409,2018-04-30,6500000,제주특별자치도
8,,도남초 후문,30,,064-710-8855,33.4946055,126.525443,2018-04-30,6500000,제주특별자치도
4,,서귀중앙초 정문,30,,064-710-8855,33.2513124,126.5657213,2018-04-30,6500000,제주특별자치도
2,,서귀중앙초 후문1,30,,064-710-8855,33.2536139,126.5641341,2018-04-30,6500000,제주특별자치도
2,,서귀중앙초 후문2,30,,064-710-8855,33.252235,126.5645731,2018-04-30,6500000,제주특별자치도
4,,표선초 정문,30,,064-710-8855,33.326494,126.831638,2018-04-30,6500000,제주특별자치도
4,,표선초 후문,30,,064-710-8855,33.3287464,126.8351785,2018-04-30,6500000,제주특별자치도
3,,신례초 정문,30,,064-710-8855,33.299995,126.6297939,2018-04-30,6500000,제주특별자치도
3,,태흥초 정문,30,,064-710-8855,33.2863075,126.7429484,2018-04-30,6500000,제주특별자치도
4,,신례초 후문,30,,064-710-8855,33.299995,126.6297939,2018-04-30,6500000,제주특별자치도
4,,위미초 정문,30,,064-710-8855,33.2740723,126.6534856,2018-04-30,6500000,제주특별자치도
3,,태흥초 후문,30,,064-710-8855,33.2863075,126.7429484,2018-04-30,6500000,제주특별자치도
4,,한라초 정문북측사거리,30,,064-710-8855,33.483098,126.4772312,2018-04-30,6500000,제주특별자치도
7,,월랑초 정문 남측삼거리,30,,064-710-8855,33.4909868,126.4771595,2018-04-30,6500000,제주특별자치도
4,,한라초 정문앞,30,,064-710-8855,33.483098,126.4772312,2018-04-30,6500000,제주특별자치도
5,,월랑초 후문 북측사거리,30,,064-710-8855,33.4909868,126.4771595,2018-04-30,6500000,제주특별자치도
4,,한라초 정문 남측 삼거리,30,,064-710-8855,33.483098,126.4772312,2018-04-30,6500000,제주특별자치도
3,,새서귀초 정문,30,,064-710-8855,33.2641059,126.5095074,2018-04-30,6500000,제주특별자치도
3,,새서귀초 후문,30,,064-710-8855,33.2641059,126.5095074,2018-04-30,6500000,제주특별자치도
3,,서호초 정문,30,,064-710-8855,33.2641059,126.5095074,2018-04-30,6500000,제주특별자치도
4,,법환초,30,,064-710-8855,33.2373755,126.5086211,2018-04-30,6500000,제주특별자치도
3,,서호초 후문,30,,064-710-8855,33.2641059,126.5095074,2018-04-30,6500000,제주특별자치도
4,,대정서초,30,,064-710-8855,33.232139,126.2391253,2018-04-30,6500000,제주특별자치도
4,,무릉초,30,,064-710-8855,33.2724818,126.2015537,2018-04-30,6500000,제주특별자치도
3,,도순초,30,,064-710-8855,33.2475232,126.4773927,2018-04-30,6500000,제주특별자치도
6,,도리초 정문동측사거리1,30,,064-710-8855,33.5015275,126.4660941,2018-04-30,6500000,제주특별자치도
9,,도리초 정문동측사거리2,30,,064-710-8855,33.5014921,126.4665177,2018-04-30,6500000,제주특별자치도
4,,도리초 후문북측사거리,30,,064-710-8855,33.5046855,126.4653561,2018-04-30,6500000,제주특별자치도
4,,삼성초 후문앞 삼거리,30,,064-710-8855,33.5035517,126.5232412,2018-04-30,6500000,제주특별자치도
4,,제주남초 정문앞사거리 1,30,,064-710-8855,33.5094818,126.5216972,2018-04-30,6500000,제주특별자치도
1,,제주남초 정문앞사거리 2,30,,064-710-8855,33.5094818,126.5216972,2018-04-30,6500000,제주특별자치도
7,,제주남초 후문북측삼거리,30,,064-710-8855,33.5103511,126.5205072,2018-04-30,6500000,제주특별자치도
3,,서귀서초 정문,30,,064-710-8855,33.2546602,126.5570807,2018-04-30,6500000,제주특별자치도
3,,신산초 정문,30,,064-710-8855,33.3816737,126.8755242,2018-04-30,6500000,제주특별자치도
4,,성산초 정문,30,,064-710-8855,33.4683732,126.9318004,2018-04-30,6500000,제주특별자치도
3,,신산초 후문,30,,064-710-8855,33.3816737,126.8755242,2018-04-30,6500000,제주특별자치도
2,,보목초 정문,30,,064-710-8855,33.2448428,126.5999288,2018-04-30,6500000,제주특별자치도
3,,보목초 후문,30,,064-710-8855,33.2448428,126.5999288,2018-04-30,6500000,제주특별자치도
3,,창천초 정문,30,,064-710-8855,33.2635128,126.3693907,2018-04-30,6500000,제주특별자치도
5,,사계초,30,,064-710-8855,33.2469709,126.3206311,2018-04-30,6500000,제주특별자치도
4,,창천초 후문,30,,064-710-8855,33.2459923,126.3662987,2018-04-30,6500000,제주특별자치도
4,,애월초 KT 분기국사(정문 동측 삼거리),30,,064-710-8855,33.4635966,126.3239558,2018-04-30,6500000,제주특별자치도
3,,어도초 정문 남측사거리(농협맞은편),30,,064-710-8855,33.4190732,126.3125947,2018-04-30,6500000,제주특별자치도
5,,광령초 동측 70m(코리아태권도 맞은편),30,,064-710-8855,33.4608215,126.4377568,2018-04-30,6500000,제주특별자치도
5,,애월초 후문 남측 사거리(아라약국),30,,064-710-8855,33.4565464,126.3246056,2018-04-30,6500000,제주특별자치도
5,,어도초 봉성사거리,30,,064-710-8855,33.4227695,126.3131241,2018-04-30,6500000,제주특별자치도
5,,하귀초 정문 삼거리,30,,064-710-8855,33.4801631,126.4018075,2018-04-30,6500000,제주특별자치도
2,,토평초 정문,30,,064-710-8855,33.2705664,126.5892146,2018-04-30,6500000,제주특별자치도
4,,토평초 후문,30,,064-710-8855,33.2705664,126.5892146,2018-04-30,6500000,제주특별자치도
7,,오라초 정문동측삼거리,30,,064-710-8855,33.4890435,126.5141781,2018-04-30,6500000,제주특별자치도
4,,오라초 정문 서측 삼거리,30,,064-710-8855,33.4893242,126.5123248,2018-04-30,6500000,제주특별자치도
4,,한천초 운동장 남측삼거리,30,,064-710-8855,33.5065642,126.5132502,2018-04-30,6500000,제주특별자치도
5,,한천초 정문 북측사거리,30,,064-710-8855,33.5073467,126.5121176,2018-04-30,6500000,제주특별자치도
5,,광양초 정문 동측사거리,30,,064-710-8855,33.5029381,126.5296386,2018-04-30,6500000,제주특별자치도
7,,삼성초 정문앞 삼거리,30,,064-710-8855,33.5029778,126.526233,2018-04-30,6500000,제주특별자치도
7,,광양초 후문 서측사거리,30,,064-710-8855,33.5029381,126.5296386,2018-04-30,6500000,제주특별자치도
4,,수운근린공원,30,,064-710-8855,33.4783289,126.5235747,2018-04-30,6500000,제주특별자치도
3,,수운근린공원,30,,064-710-8855,33.4783289,126.5235747,2018-04-30,6500000,제주특별자치도
3,,수운근린공원,30,,064-710-8855,33.4783289,126.5235747,2018-04-30,6500000,제주특별자치도
3,,수운근린공원,30,,064-710-8855,33.4783289,126.5235747,2018-04-30,6500000,제주특별자치도
3,,수운근린공원 (화장실방향),30,,064-710-8855,33.4783289,126.5235747,2018-04-30,6500000,제주특별자치도
3,,수운근린공원,30,,064-710-8855,33.4783289,126.5235747,2018-04-30,6500000,제주특별자치도
3,,남광초 후문 동측사거리,30,,064-710-8855,33.4969863,126.5353375,2018-04-30,6500000,제주특별자치도
4,,남광초 후문 앞 사거리1,30,,064-710-8855,33.4939866,126.5357815,2018-04-30,6500000,제주특별자치도
3,,남광초 후문 앞 사거리2,30,,064-710-8855,33.4939866,126.5357815,2018-04-30,6500000,제주특별자치도
4,,인화초 정문 삼거리,30,,064-710-8855,33.5066341,126.5389068,2018-04-30,6500000,제주특별자치도
5,,일도초 정문 북측사거리,30,,064-710-8855,33.5101188,126.5325048,2018-04-30,6500000,제주특별자치도
4,,인화초 체육관 북측 삼거리,30,,064-710-8855,33.5071129,126.5370025,2018-04-30,6500000,제주특별자치도
4,,일도초 후문앞 삼거리,30,,064-710-8855,33.5101188,126.5325048,2018-04-30,6500000,제주특별자치도
3,,하원초 정문,30,,064-710-8855,33.326215,126.4716831,2018-04-30,6500000,제주특별자치도
3,,하원초 후문,30,,064-710-8855,33.326215,126.4716831,2018-04-30,6500000,제주특별자치도
2,,토산초 정문,30,,064-710-8855,33.3125196,126.7774575,2018-04-30,6500000,제주특별자치도
3,,가마초,30,,064-710-8855,33.3057635,126.7999142,2018-04-30,6500000,제주특별자치도
3,,강정초 후문,30,,064-710-8855,33.2349238,126.4791968,2018-04-30,6500000,제주특별자치도
3,,토산초 후문,30,,064-710-8855,33.3125196,126.7774575,2018-04-30,6500000,제주특별자치도
4,,신창초 정문 북측삼거리(한경다방앞),30,,064-710-8855,33.3500915,126.1831114,2018-04-30,6500000,제주특별자치도
3,,신창초 후문 동측사거리2,30,,064-710-8855,33.3487129,126.1862487,2018-04-30,6500000,제주특별자치도
3,,한림초 서울상회 앞,30,,064-710-8855,33.4095067,126.2592718,2018-04-30,6500000,제주특별자치도
3,,한림초 정문(동쪽/ 서쪽),30,,064-710-8855,33.4113741,126.2619294,2018-04-30,6500000,제주특별자치도
4,,한림초 후문앞,30,,064-710-8855,33.4113741,126.2619294,2018-04-30,6500000,제주특별자치도
3,,수원초 정문,30,,064-710-8855,33.4254096,126.2689865,2018-04-30,6500000,제주특별자치도
3,,한림초 한림침구 맞은편,30,,064-710-8855,33.4092671,126.2593518,2018-04-30,6500000,제주특별자치도
3,,제1-79호공원(화북공원),30,,064-710-8855,33.5214786,126.5648286,2018-04-30,6500000,제주특별자치도
3,,제1-79호공원(화북공원),30,,064-710-8855,33.5214786,126.5648286,2018-04-30,6500000,제주특별자치도
5,,동화초 정문앞삼거리,30,,064-710-8855,33.5183989,126.5765547,2018-04-30,6500000,제주특별자치도
4,,화북초 정문앞삼거리,30,,064-710-8855,33.5199206,126.5631838,2018-04-30,6500000,제주특별자치도
3,,화북초 후문 동측 삼거리,30,,064-710-8855,33.5182118,126.563394,2018-04-30,6500000,제주특별자치도
3,,동화초 운동장 북측 단일로,30,,064-710-8855,33.5193286,126.5739842,2018-04-30,6500000,제주특별자치도
4,,효돈초 정문,30,,064-710-8855,33.264154,126.6160501,2018-04-30,6500000,제주특별자치도
5,,동복분교 정문,30,,064-710-8855,33.5528968,126.7130355,2018-04-30,6500000,제주특별자치도
5,,동복분교 후문,30,,064-710-8855,33.5523237,126.7133325,2018-04-30,6500000,제주특별자치도
6,,세화초 정문,30,,064-710-8855,33.5223774,126.8587508,2018-04-30,6500000,제주특별자치도
3,,종달초 정문,30,,064-710-8855,33.4926703,126.8974265,2018-04-30,6500000,제주특별자치도
5,,한동초 정문,30,,064-710-8855,33.5376085,126.8290428,2018-04-30,6500000,제주특별자치도
4,,구좌중앙초 정문,30,,064-710-8855,33.5468086,126.7838117,2018-04-30,6500000,제주특별자치도
4,,김녕초 정문,30,,064-710-8855,33.5552575,126.7505618,2018-04-30,6500000,제주특별자치도
6,,종달초 후문,30,,064-710-8855,33.4919795,126.8971006,2018-04-30,6500000,제주특별자치도
5,,평대초 정문,30,,064-710-8855,33.5243749,126.8423829,2018-04-30,6500000,제주특별자치도
3,,하도초 정문,30,,064-710-8855,33.5172192,126.8777024,2018-04-30,6500000,제주특별자치도
6,,의귀초 교차로,30,,064-710-8855,33.3108776,126.7145572,2018-04-30,6500000,제주특별자치도
5,,의귀초 정문,30,,064-710-8855,33.3099203,126.7137981,2018-04-30,6500000,제주특별자치도
5,,흥산초 정문,30,,064-710-8855,33.3003592,126.765228,2018-04-30,6500000,제주특별자치도
3,,의귀초 후문,30,,064-710-8855,33.3108776,126.7145572,2018-04-30,6500000,제주특별자치도
6,,하례초 정문,30,,064-710-8855,33.3420367,126.5884214,2018-04-30,6500000,제주특별자치도
4,,흥산초 후문,30,,064-710-8855,33.3007255,126.7638088,2018-04-30,6500000,제주특별자치도
4,,노형제1근린공원(백록초앞)1,30,,064-710-8855,33.4866192,126.4695106,2018-04-30,6500000,제주특별자치도
4,,노형제1근린공원(백록초앞)2,30,,064-710-8855,33.4866192,126.4695106,2018-04-30,6500000,제주특별자치도
4,,백록초 정문,30,,064-710-8855,33.4871583,126.4702382,2018-04-30,6500000,제주특별자치도
4,,해안초 정문,30,,064-710-8855,33.4568876,126.4546246,2018-04-30,6500000,제주특별자치도
6,,보성초 정문,30,,064-710-8855,33.2498007,126.2758202,2018-04-30,6500000,제주특별자치도
4,,보성초 후문,30,,064-710-8855,33.2493242,126.2761107,2018-04-30,6500000,제주특별자치도
5,,봉개초 정문,30,,064-710-8855,33.490835,126.5931247,2018-04-30,6500000,제주특별자치도
4,,봉개초 후문,30,,064-710-8855,33.4902658,126.593815,2018-04-30,6500000,제주특별자치도
6,,동남초 교차로,30,,064-710-8855,33.449178,126.9149279,2018-04-30,6500000,제주특별자치도
6,,수산초 정문,30,,064-710-8855,33.4473655,126.8852217,2018-04-30,6500000,제주특별자치도
5,,풍천초 교차로(신천사거리),30,,064-710-8855,33.346388,126.8518582,2018-04-30,6500000,제주특별자치도
5,,수산초 후문,30,,064-710-8855,33.4468934,126.8845588,2018-04-30,6500000,제주특별자치도
5,,시흥초 정문,30,,064-710-8855,33.4784882,126.8962549,2018-04-30,6500000,제주특별자치도
3,,온평초 정문,30,,064-710-8855,33.4077331,126.8973796,2018-04-30,6500000,제주특별자치도
6,,풍천초 정문,30,,064-710-8855,33.3492259,126.850059,2018-04-30,6500000,제주특별자치도
4,,아라초 앞,30,,064-710-8855,33.4761448,126.5448034,2018-04-30,6500000,제주특별자치도
4,,영평초 앞,30,,064-710-8855,33.4777008,126.567467,2018-04-30,6500000,제주특별자치도
5,,덕수초 옆,30,,064-710-8855,33.2522426,126.3040389,2018-04-30,6500000,제주특별자치도
5,,덕수초 정문,30,,064-710-8855,33.2518078,126.3038928,2018-04-30,6500000,제주특별자치도
4,,덕수초 후문,30,,064-710-8855,33.2518927,126.3045661,2018-04-30,6500000,제주특별자치도
6,,서광초 정문,30,,064-710-8855,33.2877726,126.326281,2018-04-30,6500000,제주특별자치도
4,,서광초 후문,30,,064-710-8855,33.2882742,126.3266407,2018-04-30,6500000,제주특별자치도
5,,곽금초 교차로,30,,064-710-8855,33.4472133,126.3065996,2018-04-30,6500000,제주특별자치도
4,,납읍초 정문,30,,064-710-8855,33.4350169,126.3301679,2018-04-30,6500000,제주특별자치도
6,,더럭분교 정문,30,,064-710-8855,33.453461,126.345661,2018-04-30,6500000,제주특별자치도
7,,장전초 정문,30,,064-710-8855,33.4492787,126.3905871,2018-04-30,6500000,제주특별자치도
4,,구엄초 정문,30,,064-710-8855,33.4731292,126.3751115,2018-04-30,6500000,제주특별자치도
7,,납읍초 교차로(새마을금고),30,,064-710-8855,33.4472133,126.3065996,2018-04-30,6500000,제주특별자치도
6,,물메초 정문,30,,064-710-8855,33.4660108,126.3914429,2018-04-30,6500000,제주특별자치도
7,,제1-46호 공원(신광아파트앞),30,,064-710-8855,33.490251,126.4844224,2018-04-30,6500000,제주특별자치도
5,,온성학교 정문,30,,064-710-8855,33.2918966,126.59463,2018-04-30,6500000,제주특별자치도
4,,예래초 정문,30,,064-710-8855,33.2461104,126.3918751,2018-04-30,6500000,제주특별자치도
6,,예래초 교차로,30,,064-710-8855,33.2463922,126.3919107,2018-04-30,6500000,제주특별자치도
5,,도평초 도로,30,,064-710-8855,33.4808165,126.4470312,2018-04-30,6500000,제주특별자치도
6,,도평초 정문,30,,064-710-8855,33.4797464,126.4471762,2018-04-30,6500000,제주특별자치도
5,,이도초 앞,30,,064-710-8855,33.4954681,126.5321871,2018-04-30,6500000,제주특별자치도
6,,교래분교 교차로,30,,064-710-8855,33.4371356,126.677408,2018-04-30,6500000,제주특별자치도
4,,북촌초 정문,30,,064-710-8855,33.547976,126.6915455,2018-04-30,6500000,제주특별자치도
4,,선인분교 교차로,30,,064-710-8855,33.4587779,126.7030411,2018-04-30,6500000,제주특별자치도
6,,선흘분교 교차로(동백상회),30,,064-710-8855,33.5116901,126.7051313,2018-04-30,6500000,제주특별자치도
5,,신촌초 앞,30,,064-710-8855,33.5344016,126.6192893,2018-04-30,6500000,제주특별자치도
6,,조천초 정문,30,,064-710-8855,33.5355113,126.6335815,2018-04-30,6500000,제주특별자치도
6,,함덕초 정문,30,,064-710-8855,33.5389074,126.6722769,2018-04-30,6500000,제주특별자치도
6,,대흘초 교차로,30,,064-710-8855,33.4988103,126.6587168,2018-04-30,6500000,제주특별자치도
6,,신촌초 뒤,30,,064-710-8855,33.5346127,126.618654,2018-04-30,6500000,제주특별자치도
4,,함덕초 후문,30,,064-710-8855,33.5374512,126.6726792,2018-04-30,6500000,제주특별자치도
5,,성읍초 교차로,30,,064-710-8855,33.383076,126.799326,2018-04-30,6500000,제주특별자치도
4,,성읍초 후문,30,,064-710-8855,33.3839823,126.798127,2018-04-30,6500000,제주특별자치도
6,,한마음초,30,,064-710-8855,33.3528043,126.8140006,2018-04-30,6500000,제주특별자치도
4,,고산초 정문,30,,064-710-8855,33.304487,126.177221,2018-04-30,6500000,제주특별자치도
5,,저청초 정문,30,,064-710-8855,33.3261759,126.2525467,2018-04-30,6500000,제주특별자치도
7,,고산초 교차로(고산우체국),30,,064-710-8855,33.3034827,126.1794976,2018-04-30,6500000,제주특별자치도
7,,저청초 교차로,30,,064-710-8855,33.326802,126.253024,2018-04-30,6500000,제주특별자치도
5,,귀덕초 정문,30,,064-710-8855,33.4422249,126.2939578,2018-04-30,6500000,제주특별자치도
5,,금악초 정문,30,,064-710-8855,33.3572613,126.2956876,2018-04-30,6500000,제주특별자치도
4,,귀덕초 교차로,30,,064-710-8855,33.4435688,126.2934143,2018-04-30,6500000,제주특별자치도
6,,재릉초 정문,30,,064-710-8855,33.390327,126.2374583,2018-04-30,6500000,제주특별자치도
5,,어린이공원 제1-12호,30,,064-710-8855,33.5167717,126.5400818,2018-04-30,6500000,제주특별자치도
4,,의귀어린이집,30,,064-710-8855,33.312211,126.7130676,2018-04-30,6500000,제주특별자치도
3,,새싹어린이집 2,30,,064-710-8855,33.2763651,126.6569797,2018-04-30,6500000,제주특별자치도
3,,새싹어린이집 1,30,,064-710-8855,33.2878638,126.6651374,2018-04-30,6500000,제주특별자치도
4,,남원유치원,30,,064-710-8855,33.2815653,126.7170406,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-11호,30,,064-710-8855,33.4771889,126.4742632,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-10호,30,,064-710-8855,33.4868262,126.4840839,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-65호,30,,064-710-8855,33.4778234,126.4802655,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-66호,30,,064-710-8855,33.4792122,126.4866351,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-93호,30,,064-710-8855,33.4813249,126.4723354,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-94호,30,,064-710-8855,33.484283,126.46862,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-96호,30,,064-710-8855,33.4879431,126.4744432,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-92호,30,,064-710-8855,33.4847697,126.4731346,2018-04-30,6500000,제주특별자치도
3,,어린이공원 제1-91호,30,,064-710-8855,33.4822419,126.4724204,2018-04-30,6500000,제주특별자치도
5,,어린이공원 제1-90호,30,,064-710-8855,33.4835262,126.4719471,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-89호,30,,064-710-8855,33.4845312,126.4711203,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-52호,30,,064-710-8855,33.4854869,126.476693,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-49호,30,,064-710-8855,33.489175,126.4813767,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-50호,30,,064-710-8855,33.4884494,126.4778624,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-51호,30,,064-710-8855,33.4874222,126.4756316,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-48호,30,,064-710-8855,33.4899237,126.4761978,2018-04-30,6500000,제주특별자치도
4,,어린이공원 제1-47호,30,,064-710-8855,33.4921965,126.4753112,2018-04-30,6500000,제주특별자치도
4,,레코어린이집,30,,064-710-8855,33.4754083,126.479403,2018-04-30,6500000,제주특별자치도
3,,혜솔어린이집,30,,064-710-8855,33.483098,126.4772312,2018-04-30,6500000,제주특별자치도
4,,로뎀나무어린이집,30,,064-710-8855,33.4756504,126.4853329,2018-04-30,6500000,제주특별자치도
3,,동연어린이집,30,,064-710-8855,33.4755053,126.4721847,2018-04-30,6500000,제주특별자치도
3,,애육어린이집,30,,064-710-8855,33.492002,126.4775344,2018-04-30,6500000,제주특별자치도
5,,새순유치원,30,,064-710-8855,33.4852284,126.4704916,2018-04-30,6500000,제주특별자치도
5,,제주한라대학부설유치원,30,,064-710-8855,33.4762429,126.4771776,2018-04-30,6500000,제주특별자치도
4,,노형초정문(동측),30,,064-710-8855,33.4850559,126.4762465,2018-04-30,6500000,제주특별자치도
3,,신학공원,30,,064-710-8855,33.2517347,126.5121866,2018-04-30,6500000,제주특별자치도
4,,미래2공원,30,,064-710-8855,33.2572707,126.5116796,2018-04-30,6500000,제주특별자치도
4,,미래1공원,30,,064-710-8855,33.2591536,126.5128345,2018-04-30,6500000,제주특별자치도
6,,예사랑어린이집,30,,064-710-8855,33.2582586,126.5205667,2018-04-30,6500000,제주특별자치도
5,,서호어린이집,30,,064-710-8855,33.2570696,126.5238435,2018-04-30,6500000,제주특별자치도
5,,대정어린이집,30,,064-710-8855,33.2203736,126.2571742,2018-04-30,6500000,제주특별자치도
6,,아이사랑어린이집,30,,064-710-8855,33.2266104,126.2714354,2018-04-30,6500000,제주특별자치도
4,,대청공원,30,,064-710-8855,33.2534601,126.5052477,2018-04-30,6500000,제주특별자치도
4,,문화2공원,30,,064-710-8855,33.2615636,126.49447,2018-04-30,6500000,제주특별자치도
6,,문화1공원,30,,064-710-8855,33.2615636,126.49447,2018-04-30,6500000,제주특별자치도
4,,큰엉유원지,30,,064-710-8855,33.2522866,126.472051,2018-04-30,6500000,제주특별자치도
4,,도순원광어린이집,30,,064-710-8855,33.2522866,126.472051,2018-04-30,6500000,제주특별자치도
4,,법환어린이집,30,,064-710-8855,33.2391135,126.5088244,2018-04-30,6500000,제주특별자치도
6,,예일어린이집,30,,064-710-8855,33.2614364,126.5083915,2018-04-30,6500000,제주특별자치도
6,,어린이공원 제1-43호,30,,064-710-8855,33.5040327,126.4649157,2018-04-30,6500000,제주특별자치도
4,,재놀스배어린이집,30,,064-710-8855,33.495774,126.4734924,2018-04-30,6500000,제주특별자치도
4,,희망공원,30,,064-710-8855,33.257861,126.5710691,2018-04-30,6500000,제주특별자치도
4,,태양공원,30,,064-710-8855,33.2578516,126.5732263,2018-04-30,6500000,제주특별자치도
1,41,지하1층 사무실 복도(3),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 사무실 복도(2),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 사무실 복도(1),30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,지하1층 세미나실 내부,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
1,41,1층 종합안내실 내부,30,Sep-11,054-370-8083,35.687293,128.724165,2018-02-14,B551450,청도공영사업공사
