BIZ_UNIT,PD_S_C,PD_S_NM,PD_M_NM,PD_H_NM
A02,876,NB돼지고기,브랜드돼지고기,돼지고기
A02,877,PB돼지고기,브랜드돼지고기,돼지고기
A02,878,소포장팩,브랜드돼지고기,돼지고기
A02,879,기능성웰빙돼지고기,차별화돼지고기,돼지고기
A02,880,품종차별화돼지고기,차별화돼지고기,돼지고기
A02,881,온라인돼지고기,온라인돼지고기,돼지고기
A02,882,건과일,건과,신선건강
A02,883,과일칩,건과,신선건강
A02,884,마카다미아,건과,신선건강
A02,885,믹스넛,건과,신선건강
A02,886,시즈닝견과,건과,신선건강
A02,887,피스타치오,건과,신선건강
A02,888,하루견과,건과,신선건강
A02,889,삶은나물,나물,두부/콩나물/나물
A02,890,구색샐러드채소,샐러드채소,잎/샐러드채소
A02,891,즙용샐러드채소,샐러드채소,잎/샐러드채소
A02,892,친환경샐러드채소,샐러드채소,잎/샐러드채소
A02,893,국산콩나물,콩나물,두부/콩나물/나물
A02,894,수입콩나물,콩나물,두부/콩나물/나물
A02,895,가공두부,두부,두부/콩나물/나물
A02,896,겸용두부,두부,두부/콩나물/나물
A02,897,부침두부,두부,두부/콩나물/나물
A02,898,연두부,두부,두부/콩나물/나물
A02,899,찌개두부,두부,두부/콩나물/나물
A02,900,온라인잎채소,온라인잎/샐러드채소,잎/샐러드채소
A02,901,PB감귤,감귤,국산시즌과일
A02,902,감귤기타,감귤,국산시즌과일
A02,903,노지감귤,감귤,국산시즌과일
A02,904,레드향,감귤,국산시즌과일
A02,905,천혜향,감귤,국산시즌과일
A02,906,하우스감귤,감귤,국산시즌과일
A02,907,한라봉,감귤,국산시즌과일
A02,908,황금향,감귤,국산시즌과일
A02,909,단감,감,국산시즌과일
A02,910,대봉시,감,국산시즌과일
A02,911,홍시,감,국산시즌과일
A02,912,복숭아기타,복숭아,국산시즌과일
A02,913,부드러운복숭아,복숭아,국산시즌과일
A02,914,아삭한복숭아,복숭아,국산시즌과일
A02,915,천도복숭아,복숭아,국산시즌과일
A02,916,대석자두,자두,국산시즌과일
A02,917,자두기타,자두,국산시즌과일
A02,918,포모사,자두,국산시즌과일
A02,919,PB토마토,토마토,국산시즌과일
A02,920,방울토마토,토마토,국산시즌과일
A02,921,완숙토마토,토마토,국산시즌과일
A02,922,찰토마토,토마토,국산시즌과일
A02,923,토마토기타,토마토,국산시즌과일
A02,924,거봉포도,포도,국산시즌과일
A02,925,델라웨어포도,포도,국산시즌과일
A02,926,머루포도,포도,국산시즌과일
A02,927,캠벨포도,포도,국산시즌과일
A02,928,포도기타,포도,국산시즌과일
A02,929,참외,참외,국산시즌과일
A02,930,PB수박,수박,국산시즌과일
A02,931,수박기타,수박,국산시즌과일
A02,932,씨없는수박,수박,국산시즌과일
A02,933,유명산지수박,수박,국산시즌과일
A02,934,일반수박,수박,국산시즌과일
A02,935,컬러수박,수박,국산시즌과일
A02,936,딸기,딸기,국산시즌과일
A02,937,산딸기,딸기,국산시즌과일
A02,938,PB메론,메론,국산시즌과일
A02,939,머스크메론,메론,국산시즌과일
A02,940,메론기타,메론,국산시즌과일
A02,941,PB사과,사과,저장과일
A02,942,부사,사과,저장과일
A02,943,사과기타,사과,저장과일
A02,944,아오리사과,사과,저장과일
A02,945,햇사과,사과,저장과일
A02,946,배기타,배,저장과일
A02,947,신고,배,저장과일
A02,948,햇배,배,저장과일
A02,949,배세트,국산과일선물세트,저장과일
A02,950,사과배세트,국산과일선물세트,저장과일
A02,951,사과세트,국산과일선물세트,저장과일
A02,952,친환경과일세트,국산과일선물세트,저장과일
A02,953,혼합세트,국산과일선물세트,저장과일
A02,954,온라인구색과일,온라인저장과일,저장과일
A02,955,구색과일기타,구색과일,저장과일
A02,956,국산체리,구색과일,저장과일
A02,957,매실,구색과일,저장과일
A02,958,모과,구색과일,저장과일
A02,959,무화과,구색과일,저장과일
A02,960,살구,구색과일,저장과일
A02,961,쇼케이스과일,구색과일,저장과일
A02,962,유자,구색과일,저장과일
A02,963,친환경구색과일,구색과일,저장과일
A02,964,생율,밤,저장과일
A02,965,피밤,밤,저장과일
A02,966,오렌지과일선물세트,오렌지과일선물세트,오렌지과일
A02,967,기타오렌지,오렌지,오렌지과일
A02,968,남아공오렌지,오렌지,오렌지과일
A02,969,미국고당도오렌지,오렌지,오렌지과일
A02,970,미국일반오렌지,오렌지,오렌지과일
A02,971,칠레오렌지,오렌지,오렌지과일
A02,972,남아공자몽,자몽,오렌지과일
A02,973,미국자몽,자몽,오렌지과일
A02,974,이스라엘자몽,자몽,오렌지과일
A02,975,간편과일,오렌지과일기타,오렌지과일
A02,976,기타오렌지과일,오렌지과일기타,오렌지과일
A02,977,미국석류,석류,오렌지과일
A02,978,북미레몬,레몬,오렌지과일
A02,979,칠레레몬,레몬,오렌지과일
A02,980,망고스틴,열대과일기타,열대과일
A02,981,메론기타,열대과일기타,열대과일
A02,982,아보카도,열대과일기타,열대과일
A02,1324,일반아동침구,아동침구,침구
A02,984,용과,열대과일기타,열대과일
A02,985,허니듀메론,열대과일기타,열대과일
A02,986,PB바나나,바나나,열대과일
A02,987,고당도바나나,바나나,열대과일
A02,988,기타바나나,바나나,열대과일
A02,989,일반바나나,바나나,열대과일
A02,990,필리핀파인애플,파인애플,열대과일
A02,991,기타망고,망고,열대과일
A02,992,대만애플망고,망고,열대과일
A02,993,태국망고,망고,열대과일
A02,994,필리핀망고,망고,열대과일
A02,995,국산골드키위,키위,열대과일
A02,996,국산그린키위,키위,열대과일
A02,997,기타키위,키위,열대과일
A02,998,뉴질랜드골드키위,키위,열대과일
A02,999,뉴질랜드그린키위,키위,열대과일
A02,1000,이탈리아골드키위,키위,열대과일
A02,1001,이탈리아그린키위,키위,열대과일
A02,1002,칠레골드키위,키위,열대과일
A02,1003,칠레그린키위,키위,열대과일
A02,1004,열대과일선물세트,열대과일선물세트,열대과일
A02,1005,블루베리(기타),블루베리,수입베리과일
A02,1006,칠레블루베리,블루베리,수입베리과일
A02,1007,미국 체리,체리,수입베리과일
A02,1008,체리 기타,체리,수입베리과일
A02,1009,미국기타포도,수입포도,수입베리과일
A02,1010,미국적포도,수입포도,수입베리과일
A02,1011,미국청포도,수입포도,수입베리과일
A02,1012,미국혼합포도,수입포도,수입베리과일
A02,1013,칠레기타포도,수입포도,수입베리과일
A02,1014,칠레적포도,수입포도,수입베리과일
A02,1015,칠레청포도,수입포도,수입베리과일
A02,1016,칠레혼합포도,수입포도,수입베리과일
A02,1017,페루기타포도,수입포도,수입베리과일
A02,1018,페루적포도,수입포도,수입베리과일
A02,1019,페루청포도,수입포도,수입베리과일
A02,1020,곶감,냉동과일,수입베리과일
A02,1021,곶감세트,냉동과일,수입베리과일
A02,1022,냉동기타과일,냉동과일,수입베리과일
A02,1023,냉동블루베리,냉동과일,수입베리과일
A02,1024,냉동열대과일,냉동과일,수입베리과일
A02,1025,냉동채소,냉동과일,수입베리과일
A02,1026,보리류,잡곡,잡곡선식
A02,1027,슈퍼푸드잡곡류,잡곡,잡곡선식
A02,1028,잡곡기타,잡곡,잡곡선식
A02,1029,찰현미류,잡곡,잡곡선식
A02,1030,찹쌀류,잡곡,잡곡선식
A02,1031,친환경잡곡,잡곡,잡곡선식
A02,1032,콩류,잡곡,잡곡선식
A02,1033,현미류,잡곡,잡곡선식
A02,1034,혼합잡곡,잡곡,잡곡선식
A02,1035,흑미류,잡곡,잡곡선식
A02,1036,곡물스낵,선식,잡곡선식
A02,1037,기타선식,선식,잡곡선식
A02,1038,다이어트대용식,선식,잡곡선식
A02,1039,미숫가루,선식,잡곡선식
A02,1040,볶은통곡물,선식,잡곡선식
A02,1041,일반선식,선식,잡곡선식
A02,1042,하루한끼선식,선식,잡곡선식
A02,1043,온라인잡곡류,온라인잡곡선식,잡곡선식
A02,1044,한차,한방차,신선건강
A02,1045,허브,한방차,신선건강
A02,1046,메추리알,계란,계란
A02,1047,브랜드란,계란,계란
A02,1048,일반란,계란,계란
A02,1049,차별화계란,계란,계란
A02,1050,가공계란,가공란,계란
A02,1051,가공메추리알,가공란,계란
A02,1052,묵,묵/즉석참기름,두부/콩나물/나물
A02,1053,즉석참기름,묵/즉석참기름,두부/콩나물/나물
A02,1054,건고추,양념채소,양념/뿌리채소
A02,1055,기타양념,양념채소,양념/뿌리채소
A02,1056,대파,양념채소,양념/뿌리채소
A02,1057,마늘,양념채소,양념/뿌리채소
A02,1058,마늘쫑,양념채소,양념/뿌리채소
A02,1059,생강,양념채소,양념/뿌리채소
A02,1060,양파,양념채소,양념/뿌리채소
A02,1061,쪽파,양념채소,양념/뿌리채소
A02,1062,친환경양념채소,양념채소,양념/뿌리채소
A02,1063,가지,열매채소,버섯/열매채소
A02,1064,고추,열매채소,버섯/열매채소
A02,1065,구색 호박,열매채소,버섯/열매채소
A02,1066,기타열매채소,열매채소,버섯/열매채소
A02,1067,단호박,열매채소,버섯/열매채소
A02,1068,애호박,열매채소,버섯/열매채소
A02,1069,여주,열매채소,버섯/열매채소
A02,1070,오이,열매채소,버섯/열매채소
A02,1071,옥수수,열매채소,버섯/열매채소
A02,1072,친환경열매채소,열매채소,버섯/열매채소
A02,1073,콩류,열매채소,버섯/열매채소
A02,1074,피망,열매채소,버섯/열매채소
A02,1075,건버섯,버섯,버섯/열매채소
A02,1076,느타리버섯,버섯,버섯/열매채소
A02,1077,버섯모둠,버섯,버섯/열매채소
A02,1078,버섯선물세트,버섯,버섯/열매채소
A02,1079,새송이버섯,버섯,버섯/열매채소
A02,1080,양송이버섯,버섯,버섯/열매채소
A02,1081,이색버섯,버섯,버섯/열매채소
A02,1082,팽이버섯,버섯,버섯/열매채소
A02,1083,표고버섯,버섯,버섯/열매채소
A02,1084,감자,뿌리채소,양념/뿌리채소
A02,1085,고구마,뿌리채소,양념/뿌리채소
A02,1086,기타뿌리채소,뿌리채소,양념/뿌리채소
A02,1087,당근,뿌리채소,양념/뿌리채소
A02,1088,마,뿌리채소,양념/뿌리채소
A02,1089,연근,뿌리채소,양념/뿌리채소
A02,1090,우엉,뿌리채소,양념/뿌리채소
A02,1091,친환경 뿌리채소,뿌리채소,양념/뿌리채소
A02,1092,친환경뿌리채소,뿌리채소,양념/뿌리채소
A02,1093,온라인뿌리채소,온라인양념/뿌리채소,양념/뿌리채소
A02,1094,Local근대,LOCAL잎채소,잎/샐러드채소
A02,1095,Local기타잎채소,LOCAL잎채소,잎/샐러드채소
A02,1096,Local깻잎,LOCAL잎채소,잎/샐러드채소
A02,1097,Local미나리,LOCAL잎채소,잎/샐러드채소
A02,1098,Local부추,LOCAL잎채소,잎/샐러드채소
A02,1099,Local상추,LOCAL잎채소,잎/샐러드채소
A02,1100,Local시금치,LOCAL잎채소,잎/샐러드채소
A02,1101,Local쌈채소,LOCAL잎채소,잎/샐러드채소
A02,1102,Local쑥갓,LOCAL잎채소,잎/샐러드채소
A02,90,수정용품,필기도구,문구
A02,91,접착용품,오피스용품,문구
A02,92,게시용품,오피스용품,문구
A02,93,데스크정리용품,오피스용품,문구
A02,94,OA용품,오피스용품,문구
A02,95,서식지,오피스용품,문구
A02,96,사무용지,오피스용품,문구
A02,97,오피스스티커,오피스용품,문구
A02,98,생화,원예용품,애완원예용품
A02,99,계절카시트,카시트/매트,자동차용품
A02,100,카매트,카시트/매트,자동차용품
A02,101,전기요,전기요/장판,계절가전
A02,102,이동통신소품,이동통신,정보통신가전
A02,103,남성내의,성인내의,이너웨어
A02,104,여성내의,성인내의,이너웨어
A02,105,팬티,란제리,이너웨어
A02,106,브라,란제리,이너웨어
A02,107,기능성란제리,란제리,이너웨어
A02,108,란쥬,란제리,이너웨어
A02,109,쥬니어란제리,란제리,이너웨어
A02,110,축구용품,구기용품,스포츠용품
A02,111,야구용품,구기용품,스포츠용품
A02,112,농구용품,구기용품,스포츠용품
A02,113,배구용품,구기용품,스포츠용품
A02,114,기타구기용품,구기용품,스포츠용품
A02,115,헬스기구,헬스용품,스포츠용품
A02,116,일반자전거,자전거,스포츠용품
A02,117,아동자전거,자전거,스포츠용품
A02,118,자전거용품,자전거,스포츠용품
A02,119,즉석도정미,즉석도정미,양곡
A02,120,쌈채소,잎채소,잎/샐러드채소
A02,121,아스파라거스,샐러드채소,잎/샐러드채소
A02,122,베이커리 디저트,디저트,F&B
A02,123,행거,소가구,인테리어
A02,124,거울,장식용품,인테리어
A02,125,전동칫솔,구강용품,구강/헤어
A02,126,남성병행수입,병행수입,남성의류편집
A02,127,양곡가공,가공양곡,양곡
A02,128,DIY소가구,소가구,인테리어
A02,129,덧신기획,덧신,양말
A02,130,수입과채혼합음료,수입음료,음료
A02,131,수입탄산/이온음료,수입음료,음료
A02,132,수입커피/수입혼합차음료,수입음료,음료
A02,133,냉동디저트HMR,냉동HMR,가공HMR
A02,134,수입냉동식사,냉동HMR,가공HMR
A02,135,냉동식사HMR,냉동HMR,가공HMR
A02,136,옛날과자,전통과자,과자
A02,137,음료/디저트,푸드코트,FOOD COURT
A02,138,이유식,이유식/유아간식,인스턴트
A02,139,스타킹기획,스타킹,이너웨어
A02,140,이지편집,스트리트편집샵,여성의류브랜드
A02,141,다리미판,세탁용품,청소/수납용품
A02,142,분무기,세탁용품,청소/수납용품
A02,143,세탁건조대,세탁용품,청소/수납용품
A02,144,옷걸이,세탁용품,청소/수납용품
A02,145,리빙박스,수납용품,청소/수납용품
A02,146,바스켓,수납용품,청소/수납용품
A02,147,서랍장,수납용품,청소/수납용품
A02,148,수납소품,수납용품,청소/수납용품
A02,149,신발수납용품,수납용품,청소/수납용품
A02,150,종이/패브릭수납함,수납용품,청소/수납용품
A02,151,카트/장바구니,수납용품,청소/수납용품
A02,152,수납소품,소가구,인테리어
A02,153,키즈가구,소가구,인테리어
A02,154,파일/바인더,오피스용품,문구
A02,155,가드닝세트,원예용품,애완원예용품
A02,156,배양토/영양제,원예용품,애완원예용품
A02,157,살수용품,원예용품,애완원예용품
A02,158,시즌원예,원예용품,애완원예용품
A02,159,원예공구,원예용품,애완원예용품
A02,160,조화/숯,원예용품,애완원예용품
A02,161,화분,원예용품,애완원예용품
A02,162,화분받침,원예용품,애완원예용품
A02,163,카시트,카시트/매트,자동차용품
A02,164,애견간식,애견용품,애완원예용품
A02,165,애견건식사료,애견용품,애완원예용품
A02,166,빗/이발기,애견용품,애완원예용품
A02,167,샴푸/탈취제,애견용품,애완원예용품
A02,168,프리미엄샴푸,기능헤어케어,구강/헤어
A02,169,모발영양케어,기능헤어케어,구강/헤어
A02,170,온라인기능헤어케어,기능헤어케어,구강/헤어
A02,1283,홍삼첨가식품,홍인삼,건강식품
A02,1284,국산담배,담배,건강식품
A02,1285,수입담배,담배,건강식품
A02,1286,건강기능성선물세트,건강선물세트,건강식품
A02,1287,홍삼선물세트,건강선물세트,건강식품
A02,1288,유기농과자,프리미엄과자,과자
A02,1289,프리미엄비스켓,프리미엄과자,과자
A02,1290,프리미엄스낵,프리미엄과자,과자
A02,1291,프리미엄초콜릿,프리미엄과자,과자
A02,1292,프리미엄캔디,프리미엄과자,과자
A02,1293,프리미엄파이,프리미엄과자,과자
A02,1294,간식용소시지,간식용과자,과자
A02,1295,기타 간식용과자,간식용과자,과자
A02,1296,맛밤류,간식용과자,과자
A02,1297,수입껌,수입과자,과자
A02,1298,수입비스켓,수입과자,과자
A02,1299,수입스낵,수입과자,과자
A02,1300,수입초콜릿,수입과자,과자
A02,1301,수입캔디,수입과자,과자
A03,522,무침반찬,냉장기타MS,MS
A03,548,즉석볶음반찬,반찬류,조리식품
A03,549,즉석무침반찬,반찬류,조리식품
A03,550,즉석국탕,반찬류,조리식품
A03,551,즉석나물/부침,반찬류,조리식품
A03,552,즉석반찬원부재료,반찬류,조리식품
A03,553,치킨류,간편간식,조리식품
A03,554,튀김류,간편간식,조리식품
A03,555,훈제/로스트,간편간식,조리식품
A03,556,족발,간편간식,조리식품
A03,557,피자,기타조리식품,조리식품
A03,558,즉석어묵,간편간식,조리식품
A03,559,기타온장조리,기타조리식품,조리식품
A03,560,온장조리원부재료,간편간식,조리식품
A03,561,김밥,식사류,조리식품
A03,562,삼각김밥,식사류,조리식품
A03,563,초밥류,식사류,조리식품
A03,564,도시락,식사류,조리식품
A03,565,샐러드,식사류,조리식품
A03,566,샌드위치,식사류,조리식품
A03,567,햄버거,식사류,조리식품
A03,568,기타냉장조리,기타조리식품,조리식품
A03,569,냉장조리원부재료,식사류,조리식품
A03,570,베이커리일반빵,베이커리,조리식품
A03,571,선물류,베이커리,조리식품
A03,572,요리떡,기타조리식품,조리식품
A03,573,일반떡,기타조리식품,조리식품
A03,574,기타남성의류세트,의류잡화,생활잡화
A03,575,여성팬티,의류잡화,생활잡화
A03,576,여성런닝셔츠/캐미솔,의류잡화,생활잡화
A03,577,여성내의,의류잡화,생활잡화
A03,578,남성팬티,의류잡화,생활잡화
A03,579,남성런닝셔츠,의류잡화,생활잡화
A03,580,남성내의,의류잡화,생활잡화
A03,581,여성실내복,의류잡화,생활잡화
A03,582,남성실내복,의류잡화,생활잡화
A03,583,여성일반양말,의류잡화,생활잡화
A03,584,여성수면양말,의류잡화,생활잡화
A03,585,여성덧신류,의류잡화,생활잡화
A03,586,스타킹,의류잡화,생활잡화
A03,587,여성타이즈,의류잡화,생활잡화
A03,588,남성일반양말,의류잡화,생활잡화
A03,589,남여속옷세트,의류잡화,생활잡화
A03,590,남성슬리퍼,의류잡화,생활잡화
A03,591,유아동슬리퍼,의류잡화,생활잡화
A03,592,기타여행용가방,의류잡화,생활잡화
A03,593,남성벨트,의류잡화,생활잡화
A03,594,기타모자,의류잡화,생활잡화
A03,595,여성헤어액세서리,의류잡화,생활잡화
A03,596,장우산,의류잡화,생활잡화
A03,597,3단우산,의류잡화,생활잡화
A03,598,2단우산,의류잡화,생활잡화
A03,599,아동우산,의류잡화,생활잡화
A03,600,일회용우산,의류잡화,생활잡화
A03,601,우비,의류잡화,생활잡화
A03,602,기타패션잡화,의류잡화,생활잡화
A03,603,샴푸,두발용품,일상용품
A03,604,린스/컨디셔너,두발용품,일상용품
A03,605,샴푸/린스세트,두발용품,일상용품
A03,606,트리트먼트/팩,두발용품,일상용품
A03,607,헤어에센스,두발용품,일상용품
A03,608,헤어스프레이,두발용품,일상용품
A03,609,헤어무스/젤,두발용품,일상용품
A03,610,헤어왁스,두발용품,일상용품
A03,611,염모제,두발용품,일상용품
A03,612,선물세트,위생용품,일상용품
A03,613,여행용세트,위생용품,일상용품
A03,614,바디워시,위생용품,일상용품
A03,615,바디보습,위생용품,일상용품
A03,616,제모용품,위생용품,일상용품
A03,617,바디패치/팩,위생용품,일상용품
A03,618,핸드워시/손세정제,위생용품,일상용품
A03,619,핸드로션/크림,위생용품,일상용품
A03,620,풋케어,위생용품,일상용품
A03,621,일회용면도기,위생용품,일상용품
A03,622,남성용면도기/날,위생용품,일상용품
A03,623,쉐이빙폼/젤,위생용품,일상용품
A03,624,치약,구강용품,일상용품
A03,625,칫솔,구강용품,일상용품
A03,626,전동칫솔/칫솔모,구강용품,일상용품
A03,627,구강청정제,구강용품,일상용품
A03,628,기타구강관리용품,구강용품,일상용품
A03,629,치약/칫솔세트,구강용품,일상용품
A03,630,생리대,생리용품,일상용품
A03,631,탐폰,생리용품,일상용품
A03,632,팬티라이너,생리용품,일상용품
A03,633,여성세정제,위생용품,일상용품
A03,634,성인용기저귀,생리용품,일상용품
A03,635,성인용일회용팬티,생리용품,일상용품
A03,636,미용비누,위생용품,일상용품
A03,637,페이셜클렌저,위생용품,일상용품
A03,638,스킨/토너,위생용품,일상용품
A03,639,크림/밤/오일,화장품,일상용품
A03,640,페이셜팩류,화장품,일상용품
A03,641,립밤/립스크럽,위생용품,일상용품
A03,642,스킨케어세트,화장품,일상용품
A03,643,선크림류,위생용품,일상용품
A03,644,BB/파운데이션/컴팩트류,화장품,일상용품
A03,645,마스카라,화장품,일상용품
A03,646,립스틱/립라이너,화장품,일상용품
A03,647,립글로즈/틴트,화장품,일상용품
A03,648,일반네일/케어류,화장품,일상용품
A03,649,메탈미용소도구,화장품,일상용품
A03,650,메이크업브러쉬,화장품,일상용품
A03,651,스폰지/퍼프,화장품,일상용품
A03,652,면봉/화장솜,화장품,일상용품
A03,653,남녀공용향수,화장품,일상용품
A03,654,침대,의류잡화,생활잡화
A03,655,선반장/행거,의류잡화,생활잡화
A03,656,수공구,전기전자,생활잡화
A03,657,철물공구,전기전자,생활잡화
A03,658,전기자재,전기전자,생활잡화
A03,659,멀티탭,전기전자,생활잡화
A03,660,건전지,전기전자,생활잡화
A03,661,충전지,전기전자,생활잡화
A03,662,장갑류,전기전자,생활잡화
A03,663,접착제,전기전자,생활잡화
A03,664,분말세탁세제,세탁세제,일상용품
A03,665,액상세탁세제,세탁세제,일상용품
A03,666,세탁비누,세탁세제,일상용품
A03,667,분말표백제,세탁세제,일상용품
A03,668,액상표백제,세탁세제,일상용품
A03,669,부분세탁제,세탁세제,일상용품
A03,670,섬유유연제/향기지속제,세탁세제,일상용품
A03,671,특수용세탁세제,세탁세제,일상용품
A03,672,일반주방세제,주방주거세제,일상용품
A03,673,다목적주방세제,주방주거세제,일상용품
A03,674,주방용청소세제,주방주거세제,일상용품
A03,675,락스,주방주거세제,일상용품
A03,676,곰팡이제거제/차단제,주방주거세제,일상용품
A03,677,욕실전용청소세제,주방주거세제,일상용품
A03,678,세정제,주방주거세제,일상용품
A03,679,광택제,주방주거세제,일상용품
A03,680,롤티슈,화장지,일상용품
A03,681,각티슈/미용티슈,화장지,일상용품
A03,682,물티슈,화장지,일상용품
A03,683,키친타올,화장지,일상용품
A03,684,냅킨,화장지,일상용품
A03,685,방향제,주방주거세제,일상용품
A03,686,탈취제,주방주거세제,일상용품
A03,687,섬유용탈취제,주방주거세제,일상용품
A03,688,제습제,주방주거세제,일상용품
A03,689,파리/모기살충제,주방주거세제,일상용품
A03,690,개미/바퀴살충제,주방주거세제,일상용품
A03,691,방충제,주방주거세제,일상용품
A03,692,밥공기,주방용품,생활잡화
A03,693,국그릇,주방용품,생활잡화
A03,694,대접/볼,주방용품,생활잡화
A03,695,접시,주방용품,생활잡화
A03,696,찬기/종지,주방용품,생활잡화
A03,697,음료용컵,주방용품,생활잡화
A03,698,주류잔,주방용품,생활잡화
A03,699,다기류,주방용품,생활잡화
A03,700,숟가락/젓가락,주방용품,생활잡화
A03,701,포크/나이프,주방용품,생활잡화
A03,702,유아동식기/식판,주방용품,생활잡화
A03,703,유아동숟가락/젓가락/포크,주방용품,생활잡화
A03,704,물병,주방용품,생활잡화
A03,705,과실주병,주방용품,생활잡화
A03,706,보온병/텀블러,주방용품,생활잡화
A03,707,도시락/찬합,주방용품,생활잡화
A03,708,양념통,주방용품,생활잡화
A03,709,반찬통/밀폐용기,주방용품,생활잡화
A03,710,냄비,주방용품,생활잡화
A03,711,뚝배기,주방용품,생활잡화
A03,712,압력솥,주방용품,생활잡화
A03,713,솥,주방용품,생활잡화
A03,714,주전자,주방용품,생활잡화
A03,715,프라이팬,주방용품,생활잡화
A03,716,그릴/구이불판,주방용품,생활잡화
A03,717,원예식물,양채류,채소
A03,718,원예공구/살수용품,레저취미,생활잡화
A03,719,애견사료,레저취미,생활잡화
A03,720,애견간식,레저취미,생활잡화
A03,721,애견목욕/위생용품,레저취미,생활잡화
A03,722,애견배변용품,레저취미,생활잡화
A03,723,애견장난감/훈련,레저취미,생활잡화
A03,724,고양이사료,레저취미,생활잡화
A03,725,고양이간식,레저취미,생활잡화
A03,726,고양이모래/배변용품,레저취미,생활잡화
A03,727,관상어용품,레저취미,생활잡화
A03,728,곤충용품,레저취미,생활잡화
A03,729,방풍/단열/방충,전기전자,생활잡화
A03,730,조명등기구,전기전자,생활잡화
A03,731,일반램프,전기전자,생활잡화
A03,732,LED램프,전기전자,생활잡화
A03,733,플래쉬/랜턴,전기전자,생활잡화
A03,734,와이퍼,레저취미,생활잡화
A03,735,기타자동차정비용품,레저취미,생활잡화
A03,736,차량용충전기,레저취미,생활잡화
A03,737,스노우체인,레저취미,생활잡화
A03,738,제설용품,레저취미,생활잡화
A03,739,세차도구,레저취미,생활잡화
A03,740,세차수건,레저취미,생활잡화
A03,741,워셔액,레저취미,생활잡화
A03,742,차량용방향/제취제,레저취미,생활잡화
A03,743,실내액세서리편의용품,레저취미,생활잡화
A03,744,실외액세서리편의용품,레저취미,생활잡화
A03,745,주방칼/가위,주방용품,생활잡화
A03,746,채칼/강판/절구,주방용품,생활잡화
A03,747,도마,주방용품,생활잡화
A03,748,국자/뒤지개/주걱,주방용품,생활잡화
A03,749,오프너/와인스크류,주방용품,생활잡화
A03,750,양푼/믹싱볼,주방용품,생활잡화
A03,751,채반/바구니/쟁반,주방용품,생활잡화
A03,752,얼음/빙수용품,주방용품,생활잡화
A03,753,커피용품,주방용품,생활잡화
A03,754,기타조리도구,주방용품,생활잡화
A03,755,식기건조대/수저통,주방용품,생활잡화
A03,756,고무장갑,주방용품,생활잡화
A03,757,수세미/솔,주방용품,생활잡화
A03,758,행주,주방용품,생활잡화
A03,759,호일/랩/기름종이,주방용품,생활잡화
A03,760,지퍼백/비닐백,주방용품,생활잡화
A03,761,비닐장갑,주방용품,생활잡화
A03,762,싱크대/배수구용품,주방용품,생활잡화
A03,763,장바구니,주방용품,생활잡화
A03,764,핸드카트,주방용품,생활잡화
A03,765,테이블데코,주방용품,생활잡화
A03,766,기타주방정리용품/소모품,주방용품,생활잡화
A03,767,종이컵,주방용품,생활잡화
A03,768,일회용용기,주방용품,생활잡화
A03,769,일회용젓가락/숟가락,주방용품,생활잡화
A03,770,기타주방일회용품,주방용품,생활잡화
A03,771,밀대청소기,청소욕실용품,생활잡화
A03,772,걸레/청소포,청소욕실용품,생활잡화
A03,773,빗자루/쓰레받이,청소욕실용품,생활잡화
A03,774,휴지통,청소욕실용품,생활잡화
A03,775,테이프크리너,청소욕실용품,생활잡화
A03,776,종량제봉투,청소욕실용품,생활잡화
A03,777,기타청소용품,청소욕실용품,생활잡화
A03,778,바구니,청소욕실용품,생활잡화
A03,779,옷걸이,청소욕실용품,생활잡화
A03,780,기타정리용품,청소욕실용품,생활잡화
A03,781,빨래건조대,청소욕실용품,생활잡화
A03,782,다림판,청소욕실용품,생활잡화
A03,783,세탁/건조보조용품,청소욕실용품,생활잡화
A03,784,수건,청소욕실용품,생활잡화
A03,785,목욕타올,청소욕실용품,생활잡화
A03,786,욕실발판,청소욕실용품,생활잡화
A03,787,변기시트/커버,청소욕실용품,생활잡화
A03,788,욕실화,청소욕실용품,생활잡화
A03,789,욕실소품,청소욕실용품,생활잡화
A03,790,수도용품,전기전자,생활잡화
A03,791,성인이불/이불커버,의류잡화,생활잡화
A03,792,연필,문화용품,생활잡화
A03,793,볼펜,문화용품,생활잡화
A03,794,매직/보드마카,문화용품,생활잡화
A03,795,형광펜,문화용품,생활잡화
A03,796,샤프/샤프심,문화용품,생활잡화
A03,797,수정용품,문화용품,생활잡화
A03,798,물감,문화용품,생활잡화
A03,799,색연필,문화용품,생활잡화
A03,800,채색도구,문화용품,생활잡화
A03,801,스케치북,문화용품,생활잡화
A03,802,도화지/미술용지,문화용품,생활잡화
A03,803,색종이,문화용품,생활잡화
A03,804,다이어리,문화용품,생활잡화
A03,805,수첩메모,문화용품,생활잡화
A03,806,일반노트,문화용품,생활잡화
A03,807,초등노트,문화용품,생활잡화
A03,808,자석놀이,문화용품,생활잡화
A03,809,테이프,문화용품,생활잡화
A03,810,풀,문화용품,생활잡화
A03,811,칼/가위,문화용품,생활잡화
A03,812,보드류,문화용품,생활잡화
A03,813,파일/바인더,문화용품,생활잡화
A03,814,기타일반문구/사무용품,문화용품,생활잡화
A03,815,포스트잇,문화용품,생활잡화
A03,816,견출지/분류스티커,문화용품,생활잡화
