SEQ,GENDER,AGE_PRD,HOM_PST_NO
02828,2,50PRD,
02829,1,50PRD,017
02830,2,50PRD,380
02831,2,50PRD,
02832,1,50PRD,130
02833,2,50PRD,220
02834,1,50PRD,340
02835,2,50PRD,440
02836,1,50PRD,055
02837,1,50PRD,470
02838,2,50PRD,540
02839,1,50PRD,110
02840,2,50PRD,610
02841,1,50PRD,470
02842,2,50PRD,012
02843,2,50PRD,055
02844,1,50PRD,
02845,2,50PRD,056
02846,2,50PRD,055
02847,2,50PRD,130
02848,2,50PRD,100
02849,1,50PRD,580
02850,1,50PRD,490
02851,2,50PRD,340
02852,2,50PRD,057
02853,2,50PRD,056
02854,2,50PRD,020
02855,2,50PRD,087
02856,2,50PRD,470
02857,2,50PRD,043
02858,2,50PRD,055
02859,1,50PRD,063
02860,1,50PRD,160
02861,1,50PRD,058
02862,2,50PRD,054
02863,2,50PRD,310
02864,1,50PRD,
02865,1,50PRD,024
02866,2,50PRD,043
02867,2,50PRD,055
02868,2,50PRD,060
02869,2,50PRD,480
02870,2,50PRD,380
02871,2,50PRD,510
02872,2,50PRD,380
02873,2,50PRD,020
02874,2,50PRD,160
02875,2,50PRD,039
02876,2,50PRD,056
02877,1,50PRD,100
02878,2,50PRD,480
02879,2,50PRD,049
02880,2,50PRD,040
02881,2,50PRD,090
02882,2,50PRD,045
02883,1,50PRD,072
02884,1,50PRD,056
02885,2,50PRD,056
02886,1,50PRD,470
02887,2,50PRD,130
02888,1,50PRD,070
02889,2,50PRD,470
02890,2,50PRD,056
02891,2,50PRD,
02892,2,50PRD,016
02893,2,50PRD,470
02894,2,50PRD,470
02895,2,50PRD,120
02896,2,50PRD,040
02897,2,50PRD,420
02898,1,50PRD,360
02899,1,50PRD,510
02900,2,50PRD,100
02901,2,50PRD,047
02902,1,50PRD,040
02903,2,50PRD,480
02904,1,50PRD,100
02905,2,50PRD,400
02906,1,50PRD,440
02907,2,50PRD,056
02908,1,50PRD,056
02909,2,50PRD,130
02910,2,50PRD,017
02911,2,50PRD,130
02912,1,50PRD,480
02913,2,50PRD,087
02914,2,50PRD,056
02915,1,50PRD,270
02916,1,50PRD,490
02917,2,50PRD,480
02918,2,50PRD,370
02919,2,50PRD,380
02920,1,50PRD,028
02921,1,50PRD,000
02922,1,50PRD,540
02923,2,50PRD,510
02924,2,50PRD,055
02925,2,50PRD,470
02926,2,50PRD,100
02927,2,50PRD,
02928,1,50PRD,049
02929,1,50PRD,510
02930,2,50PRD,430
02931,2,50PRD,055
02932,2,50PRD,012
02933,2,50PRD,031
02934,1,50PRD,047
02935,1,50PRD,420
02936,1,50PRD,100
02937,1,50PRD,100
02938,2,50PRD,310
02939,1,50PRD,063
02940,2,50PRD,250
02941,1,50PRD,058
02942,2,50PRD,040
02943,1,50PRD,044
02944,1,50PRD,082
02945,2,50PRD,055
02946,2,50PRD,140
02947,2,50PRD,061
02948,2,50PRD,056
02949,2,50PRD,100
02950,2,50PRD,470
02951,1,50PRD,070
02952,1,50PRD,
02953,1,50PRD,036
02954,2,50PRD,045
02955,2,50PRD,540
02956,2,50PRD,500
02957,2,50PRD,440
02958,1,50PRD,076
02959,1,50PRD,033
02960,2,50PRD,055
02961,2,50PRD,011
02962,1,50PRD,
02963,2,50PRD,056
02964,2,50PRD,013
02965,1,50PRD,057
02966,2,50PRD,470
02967,2,50PRD,540
02968,2,50PRD,000
02969,2,50PRD,037
02970,1,50PRD,490
02971,2,50PRD,490
02972,2,50PRD,100
02973,1,50PRD,130
02974,2,50PRD,055
02975,2,50PRD,510
02976,1,50PRD,
02977,2,50PRD,540
02978,1,50PRD,460
02979,1,50PRD,100
02980,2,50PRD,610
02981,2,50PRD,140
02982,2,50PRD,055
02983,2,50PRD,500
02984,2,50PRD,140
02985,1,50PRD,110
02986,2,50PRD,073
02987,2,50PRD,085
02988,2,50PRD,160
02989,1,50PRD,058
02990,2,50PRD,520
02991,1,50PRD,490
02992,2,50PRD,110
02993,2,50PRD,140
02994,2,50PRD,045
02995,2,50PRD,130
02996,2,50PRD,470
02997,1,50PRD,100
02998,1,50PRD,070
02999,2,50PRD,510
03000,1,50PRD,
03001,1,50PRD,540
03002,2,50PRD,080
03003,1,50PRD,066
03004,1,50PRD,017
03005,2,50PRD,055
03006,2,50PRD,110
03007,2,50PRD,100
03008,1,50PRD,082
03009,2,50PRD,620
03010,2,50PRD,130
03011,1,50PRD,066
03012,1,50PRD,620
03013,2,50PRD,210
03014,1,50PRD,280
03015,1,50PRD,380
03016,1,50PRD,017
03017,1,50PRD,036
03018,1,50PRD,140
03019,2,50PRD,160
03020,1,50PRD,420
03021,1,50PRD,470
03022,1,50PRD,069
03023,1,50PRD,460
03024,1,50PRD,055
03025,2,50PRD,056
03073,2,50PRD,470
04146,1,50PRD,300
04147,2,50PRD,490
04148,1,50PRD,110
04149,2,50PRD,058
04150,2,50PRD,047
04151,2,50PRD,055
04152,2,50PRD,460
04153,1,50PRD,062
04154,1,50PRD,016
04155,2,50PRD,016
04156,2,50PRD,
04157,2,50PRD,
04158,2,50PRD,011
04159,2,50PRD,069
04160,1,50PRD,440
04161,1,50PRD,560
04162,1,50PRD,160
04163,2,50PRD,490
04164,2,40PRD,100
04165,2,40PRD,060
04166,2,40PRD,160
04167,1,50PRD,510
04168,2,40PRD,080
04169,2,40PRD,470
04170,2,40PRD,077
04171,2,40PRD,460
04172,1,40PRD,420
04173,2,40PRD,510
04174,2,40PRD,077
04175,2,40PRD,
04176,2,40PRD,055
04177,2,40PRD,170
04178,2,40PRD,600
04179,1,40PRD,420
04180,2,40PRD,630
04181,1,40PRD,490
04182,1,40PRD,
04183,2,40PRD,062
04184,1,40PRD,150
04185,1,40PRD,310
04186,2,40PRD,470
04187,2,40PRD,055
04188,1,40PRD,
04189,1,40PRD,060
04190,2,40PRD,055
04191,2,40PRD,020
04192,2,40PRD,500
04193,1,40PRD,079
04194,2,40PRD,025
04195,2,40PRD,610
04196,2,40PRD,130
04197,1,40PRD,100
04198,2,40PRD,047
04199,2,40PRD,140
04200,2,40PRD,480
04201,2,40PRD,120
04202,2,40PRD,280
04203,1,40PRD,063
04204,2,40PRD,100
04205,2,40PRD,510
04206,2,40PRD,052
04207,2,40PRD,
04208,2,40PRD,460
04209,2,40PRD,020
04210,2,40PRD,460
04211,2,40PRD,260
04212,2,40PRD,056
04213,1,40PRD,075
04214,1,40PRD,100
04215,2,40PRD,027
04216,2,40PRD,160
04217,1,40PRD,083
04218,2,40PRD,021
04219,2,40PRD,500
04220,1,40PRD,620
04221,2,40PRD,610
04222,1,40PRD,390
04223,2,40PRD,120
04224,2,40PRD,140
04225,2,40PRD,440
04226,2,40PRD,210
04227,2,40PRD,130
04228,2,40PRD,058
04229,2,40PRD,100
04230,2,40PRD,017
04231,2,40PRD,440
04232,1,40PRD,140
04233,2,40PRD,000
04234,1,40PRD,160
04235,1,40PRD,079
04236,2,40PRD,090
04237,2,40PRD,087
04238,2,40PRD,600
04239,1,40PRD,054
04240,1,40PRD,011
04241,2,40PRD,016
04242,2,40PRD,100
04243,1,40PRD,
04244,2,40PRD,350
04245,1,40PRD,100
04246,2,40PRD,520
04247,2,40PRD,100
04248,2,40PRD,066
04249,2,40PRD,130
04250,1,40PRD,440
04251,2,40PRD,018
04252,2,40PRD,055
04253,2,40PRD,410
04254,2,40PRD,100
04255,2,40PRD,580
04256,2,40PRD,440
04257,2,40PRD,470
04258,2,40PRD,570
04259,2,40PRD,055
04260,1,40PRD,470
04261,2,40PRD,057
04262,2,40PRD,580
04263,2,40PRD,500
04264,2,40PRD,100
04265,2,40PRD,070
04266,2,40PRD,087
04267,2,40PRD,080
04268,1,40PRD,046
04269,1,40PRD,130
04270,2,40PRD,180
04271,2,40PRD,055
04272,2,40PRD,080
04273,1,40PRD,010
04274,1,40PRD,470
04275,1,40PRD,045
04276,2,40PRD,180
04277,1,40PRD,062
04278,2,40PRD,300
04279,1,40PRD,030
04280,2,40PRD,480
04281,2,40PRD,210
04282,2,40PRD,025
04283,2,40PRD,
04284,2,40PRD,220
04285,2,40PRD,340
04286,1,40PRD,400
04287,1,40PRD,055
04288,2,40PRD,063
04289,2,40PRD,300
04290,2,40PRD,069
04291,1,40PRD,460
04292,1,40PRD,055
04293,2,40PRD,100
04294,2,40PRD,018
04295,1,40PRD,039
04296,2,40PRD,300
04297,2,40PRD,055
04298,1,40PRD,160
04299,2,40PRD,500
04300,2,40PRD,036
04301,2,40PRD,031
04302,2,40PRD,480
04303,1,40PRD,085
04304,2,40PRD,055
04305,2,40PRD,400
04306,2,40PRD,460
04307,2,40PRD,063
04308,2,40PRD,055
04309,1,40PRD,083
04310,1,40PRD,050
04311,2,40PRD,047
04312,2,40PRD,
04313,1,40PRD,580
04314,2,40PRD,160
04315,2,40PRD,055
04316,2,40PRD,053
04317,1,40PRD,056
04318,2,40PRD,010
04319,1,40PRD,020
04320,2,40PRD,110
04321,1,40PRD,210
04322,2,40PRD,500
04323,1,40PRD,220
04324,2,40PRD,067
04325,2,40PRD,010
04326,1,40PRD,130
04327,1,40PRD,420
04328,2,40PRD,055
04329,1,40PRD,058
04330,2,40PRD,160
04331,2,40PRD,047
04332,2,40PRD,080
04333,2,40PRD,210
04334,1,40PRD,063
04335,2,40PRD,340
04336,2,40PRD,017
04337,2,40PRD,530
04338,2,40PRD,028
04339,2,40PRD,000
04340,2,40PRD,056
04341,2,40PRD,062
04342,2,40PRD,014
04343,2,40PRD,025
04344,2,40PRD,340
04345,2,40PRD,025
04346,2,40PRD,010
04347,2,40PRD,086
04348,2,40PRD,460
04349,1,40PRD,480
04350,2,40PRD,210
04351,2,40PRD,420
04352,1,40PRD,460
04353,2,40PRD,160
04354,1,40PRD,079
04355,2,40PRD,087
04356,2,40PRD,042
04357,2,40PRD,079
04358,2,40PRD,080
04359,2,40PRD,520
04360,2,40PRD,047
04361,2,40PRD,140
04362,2,40PRD,470
04363,1,40PRD,100
04364,2,40PRD,440
04365,2,40PRD,100
04366,2,40PRD,400
04367,2,40PRD,110
04368,2,40PRD,490
04369,2,40PRD,150
04370,2,40PRD,067
04371,2,40PRD,540
04372,2,40PRD,170
04373,2,40PRD,100
04374,1,40PRD,510
04375,2,40PRD,039
04376,1,40PRD,540
04377,2,40PRD,130
04378,1,40PRD,027
04379,1,40PRD,010
04380,1,40PRD,056
04381,1,40PRD,140
04382,2,40PRD,100
04383,1,40PRD,000
04384,2,40PRD,014
04385,2,40PRD,340
04386,2,40PRD,160
04387,2,40PRD,510
04388,1,40PRD,060
04389,2,40PRD,420
04390,2,40PRD,055
04391,2,40PRD,490
04392,2,40PRD,370
04393,2,40PRD,480
04394,2,40PRD,100
04395,1,40PRD,025
04396,2,40PRD,055
04397,1,40PRD,079
04398,2,40PRD,087
04399,2,40PRD,420
04400,2,40PRD,160
04401,2,40PRD,025
04402,2,40PRD,014
04403,1,40PRD,047
04404,2,40PRD,510
04405,1,40PRD,
04406,2,40PRD,076
04407,1,40PRD,510
04408,2,40PRD,100
04409,2,40PRD,100
04410,2,40PRD,
04411,1,40PRD,062
04412,1,40PRD,470
04413,1,40PRD,610
04414,2,40PRD,160
04415,2,40PRD,037
04416,2,40PRD,017
04417,2,40PRD,500
04418,1,40PRD,260
04419,2,40PRD,300
04420,2,40PRD,062
04421,1,40PRD,
04422,1,40PRD,077
04423,2,40PRD,460
04424,1,40PRD,087
04425,1,40PRD,130
04426,2,40PRD,050
04427,2,40PRD,047
04428,2,40PRD,150
04429,1,40PRD,440
04430,1,40PRD,540
04431,1,40PRD,130
04432,2,40PRD,060
04433,2,40PRD,210
04434,2,40PRD,470
04435,2,40PRD,170
04436,2,40PRD,140
04437,2,40PRD,480
04438,2,40PRD,350
04439,2,40PRD,500
04440,1,40PRD,470
04441,2,40PRD,340
04442,2,40PRD,310
04443,1,40PRD,062
04444,2,40PRD,130
04445,1,40PRD,480
04446,2,40PRD,490
04447,2,40PRD,510
04448,2,40PRD,470
04449,2,40PRD,110
04450,1,40PRD,460
04451,2,40PRD,150
04452,2,40PRD,510
04453,2,40PRD,370
04454,2,40PRD,140
04455,2,40PRD,510
04456,2,40PRD,140
04457,2,40PRD,340
04458,1,40PRD,470
04459,2,40PRD,018
04460,2,40PRD,041
04461,2,40PRD,030
04462,1,40PRD,140
04463,2,40PRD,480
04464,2,40PRD,056
04465,1,40PRD,060
04466,2,40PRD,062
04467,2,40PRD,420
04468,2,40PRD,055
04469,2,40PRD,058
04470,2,40PRD,088
04471,2,40PRD,380
04472,2,40PRD,058
04473,2,40PRD,490
04474,1,40PRD,016
04475,2,40PRD,056
04476,1,40PRD,540
04477,2,40PRD,210
04478,1,40PRD,510
04479,2,40PRD,470
04480,2,40PRD,056
04481,2,40PRD,066
04482,1,40PRD,170
04483,1,40PRD,510
04484,2,40PRD,420
04485,2,40PRD,370
04486,2,40PRD,470
04487,1,40PRD,130
04488,2,40PRD,350
04489,2,40PRD,039
04490,2,40PRD,069
04491,2,40PRD,047
04492,1,40PRD,055
04493,2,40PRD,055
04494,2,40PRD,460
04495,1,40PRD,160
04496,2,40PRD,360
04497,2,40PRD,370
04498,2,40PRD,340
04499,2,40PRD,610
04500,2,40PRD,280
04501,1,40PRD,170
04502,2,40PRD,480
04503,1,40PRD,010
04504,2,40PRD,370
04505,2,40PRD,056
04506,2,40PRD,440
04507,1,40PRD,010
04508,2,40PRD,014
04509,1,40PRD,
04510,2,40PRD,510
04511,2,40PRD,100
04512,2,40PRD,056
04513,2,40PRD,160
04514,2,40PRD,082
04515,2,40PRD,010
04516,2,40PRD,140
04517,1,40PRD,055
04518,2,40PRD,055
04519,2,40PRD,280
04520,1,40PRD,420
04521,1,40PRD,140
04522,1,40PRD,460
04523,2,40PRD,013
04524,2,40PRD,140
04525,2,40PRD,480
04526,2,40PRD,055
04527,2,40PRD,
04528,2,40PRD,055
04529,2,40PRD,420
04530,2,40PRD,140
04531,1,40PRD,000
04532,2,40PRD,220
04533,2,40PRD,040
04534,1,40PRD,010
04535,1,40PRD,076
04536,2,40PRD,017
04537,2,40PRD,160
04538,2,40PRD,490
04539,2,40PRD,010
04540,2,40PRD,013
04541,2,40PRD,045
04542,2,40PRD,210
04543,1,40PRD,050
04544,1,40PRD,130
04545,2,40PRD,100
04546,1,40PRD,045
04547,1,40PRD,440
04548,1,40PRD,088
04549,2,40PRD,055
04550,2,40PRD,011
04551,2,40PRD,100
04552,2,40PRD,120
04553,2,40PRD,027
04554,2,40PRD,083
04555,2,40PRD,500
04556,2,40PRD,042
04557,2,40PRD,370
04558,1,40PRD,060
04559,2,40PRD,010
04560,2,40PRD,040
04561,2,40PRD,056
04562,2,40PRD,130
04563,2,40PRD,130
04564,1,40PRD,130
04565,1,40PRD,480
04566,2,40PRD,025
04567,2,40PRD,150
04568,2,40PRD,066
04569,1,40PRD,120
04570,1,40PRD,010
04571,2,40PRD,010
04572,2,40PRD,500
04573,1,40PRD,016
04574,2,40PRD,480
04575,1,40PRD,056
04576,2,40PRD,470
04577,1,40PRD,047
04578,2,40PRD,055
04579,2,40PRD,047
04580,2,40PRD,310
04581,2,40PRD,047
04582,1,40PRD,055
04583,1,40PRD,
04584,2,40PRD,017
04585,2,40PRD,210
04586,2,40PRD,056
04587,1,40PRD,043
04588,2,40PRD,100
04589,2,40PRD,440
04590,2,40PRD,470
04591,2,40PRD,490
04592,2,40PRD,100
04593,1,40PRD,360
04594,1,40PRD,030
04595,1,40PRD,460
04596,2,40PRD,290
04597,2,40PRD,056
04598,2,40PRD,610
04599,2,40PRD,550
04600,2,40PRD,510
04601,1,40PRD,440
04602,2,40PRD,140
04603,2,40PRD,057
04604,1,40PRD,490
04605,1,40PRD,
04606,2,40PRD,160
04607,2,40PRD,610
04608,1,40PRD,
04609,1,40PRD,210
04610,2,40PRD,160
04611,1,40PRD,
04612,1,40PRD,
04613,2,40PRD,056
04614,1,40PRD,180
04615,1,40PRD,220
04616,2,40PRD,062
04617,2,40PRD,440
04618,2,40PRD,410
04619,2,40PRD,039
04620,2,40PRD,033
04621,1,40PRD,210
04622,2,40PRD,020
04623,2,40PRD,410
04624,2,40PRD,440
04625,2,40PRD,014
04626,2,40PRD,510
04627,2,40PRD,160
04628,1,40PRD,490
04629,2,40PRD,017
04630,2,40PRD,028
04631,2,40PRD,050
04632,2,40PRD,160
04633,2,40PRD,051
04634,2,40PRD,480
04635,1,40PRD,500
04636,1,40PRD,055
04637,2,40PRD,420
04638,1,40PRD,065
04639,2,40PRD,550
04640,2,40PRD,053
04641,1,40PRD,110
04642,1,40PRD,130
04643,1,40PRD,400
04644,2,40PRD,510
04645,2,40PRD,020
04646,2,40PRD,020
04647,2,40PRD,077
04648,2,40PRD,120
04649,2,40PRD,470
04650,2,40PRD,055
04651,2,40PRD,470
04652,2,40PRD,061
04653,2,40PRD,057
04654,2,40PRD,017
04655,2,40PRD,058
04656,1,40PRD,100
04657,2,40PRD,058
04658,2,40PRD,
04659,2,40PRD,530
04660,2,40PRD,055
04661,2,40PRD,510
04662,2,40PRD,055
04663,1,40PRD,460
04664,1,40PRD,480
04665,1,40PRD,055
04666,1,40PRD,510
04667,2,40PRD,160
04668,2,40PRD,013
04669,2,40PRD,620
04670,2,40PRD,100
04671,1,40PRD,056
04672,2,40PRD,480
04673,1,40PRD,140
04674,1,40PRD,510
04675,1,40PRD,049
04676,1,40PRD,072
04677,1,40PRD,
04678,2,40PRD,610
04679,1,40PRD,220
04680,2,40PRD,120
04681,1,40PRD,055
04682,2,40PRD,480
04683,1,40PRD,016
04684,1,40PRD,160
04685,2,40PRD,120
04686,2,40PRD,047
04687,2,40PRD,490
04688,1,40PRD,510
04689,2,40PRD,065
04690,2,40PRD,510
04691,2,40PRD,052
04692,2,40PRD,510
04693,2,40PRD,480
04694,2,40PRD,100
04695,1,40PRD,040
04696,1,40PRD,440
04697,1,40PRD,400
04698,2,40PRD,076
04699,2,40PRD,050
04700,1,40PRD,033
04701,2,40PRD,017
04702,2,40PRD,022
04703,2,40PRD,014
04704,1,40PRD,400
04705,1,40PRD,140
04706,1,40PRD,350
04707,2,40PRD,490
04708,2,40PRD,055
04709,2,40PRD,043
04710,2,40PRD,470
04711,1,40PRD,390
04712,1,40PRD,100
04713,1,40PRD,340
04714,2,40PRD,120
04715,2,40PRD,180
04716,2,40PRD,100
04717,2,40PRD,055
04718,1,40PRD,055
04719,2,40PRD,370
04720,2,40PRD,480
04721,1,40PRD,
04722,2,40PRD,340
04723,2,40PRD,140
04724,2,40PRD,100
04725,2,40PRD,
04726,1,40PRD,130
04727,1,40PRD,037
04728,1,40PRD,017
04729,2,40PRD,160
04730,1,40PRD,180
04731,2,40PRD,500
04732,1,40PRD,027
04733,2,40PRD,470
04734,1,40PRD,055
04735,2,40PRD,400
04736,2,40PRD,056
04737,2,40PRD,130
04738,2,40PRD,210
04739,1,40PRD,130
04740,2,40PRD,000
04741,1,40PRD,070
04742,1,40PRD,041
04743,1,40PRD,033
04744,2,40PRD,100
04745,2,40PRD,130
04746,2,40PRD,047
04747,2,40PRD,370
04748,2,40PRD,078
04749,2,40PRD,540
04750,2,40PRD,072
04751,2,40PRD,013
04752,2,40PRD,540
04753,2,40PRD,140
04754,2,40PRD,052
04755,1,40PRD,480
04756,1,40PRD,062
04757,1,40PRD,061
04758,2,40PRD,280
04759,1,40PRD,130
04760,2,40PRD,400
04761,2,40PRD,056
04762,2,40PRD,470
04763,1,40PRD,055
04764,2,40PRD,055
04765,2,40PRD,580
04766,1,40PRD,060
04767,2,40PRD,120
04768,2,40PRD,470
04769,2,40PRD,470
04770,2,40PRD,260
04771,2,40PRD,
04772,1,40PRD,130
04773,1,40PRD,100
04774,1,40PRD,062
04775,2,40PRD,079
04776,2,40PRD,017
04777,2,40PRD,150
04778,2,40PRD,072
04779,2,40PRD,050
04780,2,40PRD,000
04781,2,40PRD,510
04782,2,40PRD,055
04783,1,40PRD,210
04784,2,40PRD,210
04785,2,40PRD,380
04786,1,40PRD,017
04787,1,40PRD,062
04788,1,40PRD,056
04789,1,40PRD,610
04790,2,40PRD,021
04791,2,40PRD,480
04792,2,40PRD,280
04793,1,40PRD,039
04794,2,40PRD,030
04795,2,40PRD,055
04796,2,40PRD,073
04797,2,40PRD,082
04798,2,40PRD,100
04799,2,40PRD,590
04800,2,40PRD,051
04801,2,40PRD,017
04802,2,40PRD,018
04803,2,40PRD,460
04804,2,40PRD,150
04805,2,40PRD,056
04806,1,40PRD,470
04807,2,40PRD,
04808,2,40PRD,066
04809,2,40PRD,062
04810,2,40PRD,056
04811,2,40PRD,460
04812,1,40PRD,550
04813,1,40PRD,620
04814,2,40PRD,088
04815,1,40PRD,080
04816,1,40PRD,470
04817,1,40PRD,000
04818,2,40PRD,110
04819,2,40PRD,100
04820,2,40PRD,080
04821,2,40PRD,100
04822,2,40PRD,170
04823,1,40PRD,011
04824,2,40PRD,056
04825,2,40PRD,058
04826,1,40PRD,056
04827,2,40PRD,260
04828,2,40PRD,056
04829,2,40PRD,280
04830,1,40PRD,130
04831,1,40PRD,067
04832,2,40PRD,049
04833,2,40PRD,150
04834,2,40PRD,080
04835,1,40PRD,100
04836,2,40PRD,100
04837,2,40PRD,055
04838,2,40PRD,072
04839,1,40PRD,160
04840,2,40PRD,018
04841,2,40PRD,350
04842,1,40PRD,100
04843,2,40PRD,100
04844,1,40PRD,017
04845,2,40PRD,140
04846,2,40PRD,100
04847,2,40PRD,440
04848,1,40PRD,052
04849,2,40PRD,
04850,1,40PRD,053
04851,1,40PRD,063
04852,2,40PRD,130
04853,2,40PRD,300
04854,1,40PRD,500
04855,2,40PRD,310
04856,1,40PRD,
04857,1,40PRD,510
04858,2,40PRD,055
04859,2,40PRD,077
04860,2,40PRD,160
04861,2,40PRD,056
04862,1,40PRD,220
04863,2,40PRD,110
04864,1,40PRD,410
04865,1,40PRD,100
04866,2,40PRD,140
04867,2,40PRD,520
04868,2,40PRD,470
04869,1,40PRD,320
04870,2,40PRD,210
04871,1,40PRD,480
04872,1,40PRD,079
04873,2,40PRD,470
04874,2,40PRD,490
04875,1,40PRD,073
04876,1,40PRD,073
04877,1,40PRD,440
04878,1,40PRD,610
04879,2,40PRD,055
04880,2,40PRD,063
04881,2,40PRD,420
04882,2,40PRD,051
04883,2,40PRD,062
04884,2,40PRD,420
04885,2,40PRD,
04886,1,40PRD,000
04887,2,40PRD,057
04888,1,40PRD,580
04889,2,40PRD,063
04890,2,40PRD,052
04891,2,40PRD,420
04892,1,40PRD,087
04893,2,40PRD,440
04894,2,40PRD,120
04895,1,40PRD,160
04896,2,40PRD,470
04897,1,40PRD,000
04898,2,40PRD,
04899,2,40PRD,055
04900,2,40PRD,062
04901,2,40PRD,520
04902,1,40PRD,065
04903,2,40PRD,014
04904,1,40PRD,052
04905,1,40PRD,044
04906,2,40PRD,490
04907,1,40PRD,170
04908,1,40PRD,062
04909,2,40PRD,042
04910,2,40PRD,016
04911,2,40PRD,510
04912,2,40PRD,600
04913,2,40PRD,056
04914,2,40PRD,210
04915,1,40PRD,079
04916,2,40PRD,500
04917,1,40PRD,130
04918,2,40PRD,051
04919,1,40PRD,062
04920,1,40PRD,160
04921,2,40PRD,100
04922,2,40PRD,540
04923,2,40PRD,040
04924,2,40PRD,180
04925,1,40PRD,130
04926,1,40PRD,610
04927,2,40PRD,016
04928,2,40PRD,470
04929,2,40PRD,056
04930,1,40PRD,
04931,2,40PRD,053
04932,2,40PRD,055
04933,2,40PRD,100
04934,2,40PRD,520
04935,2,40PRD,510
04936,2,40PRD,
04937,1,40PRD,280
04938,1,40PRD,076
04939,2,40PRD,520
04940,2,40PRD,420
04941,1,40PRD,110
04942,2,40PRD,055
04943,1,40PRD,550
04944,1,40PRD,470
04945,2,40PRD,120
04946,2,40PRD,100
04947,1,40PRD,
04948,2,40PRD,010
04949,2,40PRD,130
04950,1,40PRD,260
04951,2,40PRD,100
04952,2,40PRD,055
04953,1,40PRD,087
04954,2,40PRD,017
04955,1,40PRD,017
04956,1,40PRD,100
04957,2,40PRD,055
04958,1,40PRD,420
04959,2,40PRD,063
04960,2,40PRD,033
04961,2,40PRD,440
04962,1,40PRD,280
04963,1,40PRD,120
04964,2,40PRD,053
04965,2,40PRD,400
04966,2,40PRD,540
04967,1,40PRD,043
04968,2,40PRD,100
04969,1,40PRD,057
04970,2,40PRD,055
04971,2,40PRD,080
04972,2,40PRD,100
04973,2,40PRD,031
04974,1,40PRD,510
04975,2,40PRD,055
04976,1,40PRD,130
04977,1,40PRD,460
04978,1,40PRD,440
04979,1,40PRD,055
04980,2,40PRD,380
04981,1,40PRD,460
04982,2,40PRD,047
04983,2,40PRD,037
04984,1,40PRD,170
04985,2,40PRD,100
04986,2,40PRD,400
04987,2,40PRD,100
04988,1,40PRD,550
04989,1,40PRD,150
04990,2,40PRD,017
04991,1,40PRD,037
04992,2,40PRD,057
04993,2,40PRD,080
04994,2,40PRD,490
04995,1,40PRD,490
04996,2,40PRD,055
04997,2,40PRD,055
04998,1,40PRD,016
04999,1,40PRD,470
05000,1,40PRD,480
05001,2,40PRD,055
05002,2,40PRD,055
05003,2,40PRD,480
05004,1,40PRD,250
05005,2,40PRD,055
05006,1,40PRD,087
05007,1,40PRD,055
05008,1,40PRD,160
05009,2,40PRD,100
05010,2,40PRD,055
05011,2,40PRD,082
05012,2,40PRD,052
05013,2,40PRD,011
05014,2,40PRD,400
05015,1,40PRD,400
05016,2,40PRD,055
05017,2,40PRD,
05018,2,40PRD,056
05019,2,40PRD,013
05020,1,40PRD,065
05021,1,40PRD,073
05022,1,40PRD,047
05023,1,40PRD,590
05024,1,40PRD,610
05025,2,40PRD,031
05026,2,40PRD,220
05027,2,40PRD,
05028,2,40PRD,062
05029,1,40PRD,510
05030,2,40PRD,100
05031,2,40PRD,062
05032,2,40PRD,055
05033,2,40PRD,500
05034,2,40PRD,017
05035,2,40PRD,460
05036,2,40PRD,210
05037,2,40PRD,540
05038,2,40PRD,540
05039,2,40PRD,040
05040,2,40PRD,140
05041,2,40PRD,036
05042,1,40PRD,052
05043,2,40PRD,043
05044,1,40PRD,055
05045,2,40PRD,100
05046,2,40PRD,075
05047,1,40PRD,120
05048,1,40PRD,
05049,1,40PRD,067
05050,1,40PRD,170
05121,1,40PRD,140
05122,2,40PRD,470
05123,1,40PRD,061
05124,1,40PRD,062
05125,2,40PRD,530
05126,1,40PRD,160
05127,2,40PRD,100
05128,2,40PRD,088
05129,1,40PRD,470
05130,2,40PRD,049
05131,1,40PRD,020
05132,2,40PRD,130
05133,2,40PRD,017
05134,1,40PRD,100
05135,2,40PRD,
05136,2,40PRD,056
05137,1,40PRD,160
05138,1,40PRD,052
05139,2,40PRD,075
05140,2,40PRD,540
05141,2,40PRD,160
05142,1,40PRD,037
05143,2,40PRD,055
05144,1,40PRD,000
05145,1,40PRD,055
05146,2,40PRD,047
05147,2,40PRD,080
05148,2,40PRD,280
05149,2,40PRD,062
05150,2,40PRD,280
05151,1,40PRD,140
05152,1,40PRD,055
05153,2,40PRD,300
05154,2,40PRD,130
05155,2,40PRD,045
05156,1,40PRD,500
05157,2,40PRD,160
05158,2,40PRD,490
05159,2,40PRD,500
05160,2,40PRD,080
05161,2,40PRD,470
05162,2,40PRD,370
05163,1,40PRD,280
05164,2,40PRD,140
05165,2,40PRD,100
05166,2,40PRD,055
05167,1,40PRD,055
05168,2,40PRD,470
05169,2,40PRD,220
05170,2,40PRD,026
05171,2,40PRD,030
05172,2,40PRD,480
05173,2,40PRD,380
05174,1,40PRD,070
05175,2,40PRD,027
05176,2,40PRD,055
05177,2,40PRD,047
05178,2,40PRD,055
05179,1,40PRD,
05180,1,40PRD,050
05181,2,40PRD,100
05182,1,40PRD,510
05183,2,40PRD,010
05184,2,40PRD,067
